               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.017889,           0.0072901,            0.011113,             0.84989,             0.58917,             0.60485,             0.54092,            0.026625,           0.0043067,            0.018607,            0.005116,            0.005116,            0.005116
                 150,            0.018329,           0.0068924,            0.010173,              0.7863,              0.7061,             0.66435,             0.58795,            0.028605,           0.0038811,            0.015077,            0.005083,            0.005083,            0.005083
                 151,            0.019236,           0.0069228,           0.0098839,             0.82864,             0.62685,             0.67693,             0.60309,            0.026955,            0.003792,            0.012922,             0.00505,             0.00505,             0.00505
                 152,            0.020087,           0.0073336,            0.012901,             0.83936,             0.60792,             0.70648,               0.607,            0.027141,           0.0038251,            0.012547,            0.005017,            0.005017,            0.005017
                 153,             0.01828,           0.0077225,            0.012007,             0.78937,             0.64195,              0.6343,             0.55158,            0.026721,           0.0050246,            0.013407,            0.004984,            0.004984,            0.004984
                 154,            0.018746,           0.0081447,            0.011206,             0.89965,             0.62827,             0.67007,             0.60318,            0.026482,           0.0045739,            0.011124,            0.004951,            0.004951,            0.004951
                 155,            0.018288,           0.0072548,             0.01072,             0.88895,             0.64141,             0.67616,             0.61668,             0.02592,           0.0043177,             0.01283,            0.004918,            0.004918,            0.004918
                 156,            0.016202,           0.0070779,            0.010736,             0.83543,             0.71014,             0.70688,             0.64667,            0.024528,           0.0036059,            0.013446,            0.004885,            0.004885,            0.004885
                 157,            0.017856,           0.0073678,            0.010767,             0.85619,             0.70125,             0.74491,             0.69007,            0.025127,           0.0036535,            0.012082,            0.004852,            0.004852,            0.004852
                 158,            0.017448,           0.0072815,            0.010554,             0.88048,             0.67623,              0.6994,             0.62974,            0.023891,             0.00387,            0.011971,            0.004819,            0.004819,            0.004819
                 159,            0.017524,           0.0066206,            0.010615,             0.87127,              0.6562,             0.68992,             0.63919,            0.023965,           0.0038987,             0.01138,            0.004786,            0.004786,            0.004786
                 160,            0.017817,           0.0070508,             0.01093,             0.79069,             0.66585,             0.67972,             0.62369,            0.025013,           0.0038188,            0.014038,            0.004753,            0.004753,            0.004753
                 161,            0.017975,           0.0069062,            0.010874,             0.88503,             0.55745,             0.63074,             0.55816,            0.026156,           0.0044236,            0.014932,             0.00472,             0.00472,             0.00472
                 162,            0.017407,           0.0068822,           0.0096399,             0.87495,              0.5687,             0.71386,             0.64812,            0.026558,           0.0035018,            0.014576,            0.004687,            0.004687,            0.004687
                 163,            0.018514,           0.0070435,            0.010638,             0.82046,             0.64242,             0.73611,             0.66492,            0.025805,           0.0036011,             0.01515,            0.004654,            0.004654,            0.004654
                 164,            0.017888,           0.0073373,           0.0094902,             0.82519,             0.63745,             0.67076,             0.59176,            0.026812,            0.003864,            0.013921,            0.004621,            0.004621,            0.004621
                 165,            0.018925,           0.0069266,            0.011594,             0.84607,             0.61971,             0.68297,             0.61871,            0.023941,           0.0033542,            0.012903,            0.004588,            0.004588,            0.004588
                 166,            0.017945,           0.0074413,            0.011111,             0.76471,             0.69729,             0.70652,              0.6507,            0.024015,           0.0033295,            0.011385,            0.004555,            0.004555,            0.004555
                 167,            0.018075,           0.0067125,            0.011532,              0.7673,             0.68667,             0.70315,             0.65403,            0.023952,            0.003709,            0.010978,            0.004522,            0.004522,            0.004522
                 168,            0.017039,           0.0075456,            0.011578,             0.74641,             0.66792,             0.68664,             0.63202,            0.023329,           0.0036789,            0.011602,            0.004489,            0.004489,            0.004489
                 169,             0.01752,            0.007061,            0.010425,             0.81345,             0.62625,             0.67706,             0.62447,            0.023709,            0.003776,            0.011753,            0.004456,            0.004456,            0.004456
                 170,            0.017964,           0.0073738,            0.010238,             0.83571,             0.62674,             0.71198,             0.64883,            0.025002,           0.0037146,            0.013237,            0.004423,            0.004423,            0.004423
                 171,            0.016612,           0.0066402,           0.0081178,             0.90308,             0.60807,             0.70398,             0.63757,            0.024732,           0.0037906,            0.013524,             0.00439,             0.00439,             0.00439
                 172,            0.015614,           0.0065407,           0.0083024,             0.88796,             0.62536,               0.689,             0.62795,            0.023741,           0.0039007,            0.012988,            0.004357,            0.004357,            0.004357
                 173,            0.018476,            0.006813,           0.0079598,               0.851,             0.63294,              0.6911,             0.64285,            0.023095,           0.0037161,            0.013723,            0.004324,            0.004324,            0.004324
                 174,            0.016941,           0.0066693,             0.01102,             0.84159,             0.63419,             0.73826,             0.67731,            0.023595,           0.0034584,            0.013014,            0.004291,            0.004291,            0.004291
                 175,            0.017693,           0.0066204,           0.0099665,             0.85449,             0.64477,             0.75945,             0.69124,            0.024346,           0.0032854,            0.014032,            0.004258,            0.004258,            0.004258
                 176,            0.016358,           0.0069861,           0.0094996,             0.85752,             0.62592,              0.7683,             0.71744,             0.02342,           0.0032567,            0.013361,            0.004225,            0.004225,            0.004225
                 177,            0.015878,           0.0065403,            0.010478,             0.89249,             0.58573,             0.77162,             0.69655,            0.023936,           0.0033939,            0.012783,            0.004192,            0.004192,            0.004192
                 178,            0.016772,           0.0066637,           0.0094681,             0.86987,             0.58868,              0.7691,             0.70189,            0.023457,           0.0034538,            0.012807,            0.004159,            0.004159,            0.004159
                 179,            0.017419,           0.0063076,           0.0077358,             0.81344,             0.64405,             0.75836,             0.69721,            0.024956,           0.0038485,            0.011835,            0.004126,            0.004126,            0.004126
                 180,            0.016103,           0.0069462,           0.0095838,             0.81955,             0.66358,             0.76861,             0.70667,            0.023743,           0.0037919,            0.013656,            0.004093,            0.004093,            0.004093
                 181,            0.015752,           0.0061368,           0.0063528,             0.78892,              0.6638,             0.73573,             0.68297,            0.025821,            0.003874,            0.015163,             0.00406,             0.00406,             0.00406
                 182,            0.015931,           0.0067539,           0.0074074,             0.82013,             0.63272,             0.73353,             0.66676,            0.026087,           0.0038499,            0.015568,            0.004027,            0.004027,            0.004027
                 183,            0.016211,            0.006446,           0.0082618,             0.83114,             0.60409,             0.73864,             0.68198,            0.024502,           0.0038136,            0.013563,            0.003994,            0.003994,            0.003994
                 184,             0.01606,           0.0061612,            0.010981,             0.78281,             0.67701,             0.70351,             0.64594,            0.024758,           0.0035953,            0.016325,            0.003961,            0.003961,            0.003961
                 185,            0.015614,           0.0065086,           0.0079285,             0.78409,             0.66362,             0.69156,             0.64083,            0.024193,           0.0034324,            0.017368,            0.003928,            0.003928,            0.003928
                 186,            0.017061,           0.0066783,           0.0099048,             0.84322,             0.63346,             0.71564,             0.64688,            0.024188,           0.0035111,            0.016288,            0.003895,            0.003895,            0.003895
                 187,            0.015011,           0.0064576,            0.011678,             0.86828,             0.68739,             0.71524,             0.65758,            0.024155,           0.0036557,            0.015691,            0.003862,            0.003862,            0.003862
                 188,            0.016197,           0.0067008,           0.0097024,             0.84362,             0.68107,             0.77732,             0.71811,            0.024059,           0.0031652,            0.014146,            0.003829,            0.003829,            0.003829
                 189,            0.015477,           0.0066049,           0.0088736,             0.83867,             0.64364,             0.71174,             0.66577,            0.024196,           0.0031152,            0.013937,            0.003796,            0.003796,            0.003796
                 190,            0.016103,           0.0065516,           0.0093912,             0.82063,             0.64736,             0.68139,             0.63377,            0.022861,           0.0031769,            0.014304,            0.003763,            0.003763,            0.003763
                 191,            0.015474,           0.0060169,            0.011107,             0.83032,             0.62598,             0.70255,             0.65474,            0.023266,           0.0032854,            0.014069,             0.00373,             0.00373,             0.00373
                 192,            0.016137,           0.0068342,             0.01028,             0.87916,              0.5506,             0.70997,             0.66034,            0.023914,           0.0036092,            0.015198,            0.003697,            0.003697,            0.003697
                 193,            0.015227,           0.0067358,            0.010352,             0.84886,             0.57083,             0.69345,             0.64857,            0.024181,           0.0036093,            0.015092,            0.003664,            0.003664,            0.003664
                 194,            0.015103,           0.0064681,           0.0090987,             0.86407,              0.5837,             0.70513,             0.65653,            0.023719,            0.003779,            0.014436,            0.003631,            0.003631,            0.003631
                 195,            0.015074,           0.0069354,           0.0081252,             0.86163,             0.63185,             0.71969,             0.67169,            0.024246,           0.0035979,            0.013412,            0.003598,            0.003598,            0.003598
                 196,            0.015491,           0.0060309,           0.0073412,             0.91258,             0.59266,             0.78191,             0.72048,            0.024189,           0.0035987,            0.012087,            0.003565,            0.003565,            0.003565
                 197,            0.016089,           0.0063111,              0.0102,             0.90343,             0.54533,             0.70454,             0.65095,            0.023525,           0.0035104,            0.014392,            0.003532,            0.003532,            0.003532
                 198,            0.016316,           0.0064174,           0.0075485,             0.81313,             0.60821,             0.69665,             0.64261,            0.023617,           0.0036206,            0.015944,            0.003499,            0.003499,            0.003499
                 199,             0.01497,           0.0066376,           0.0070152,             0.83754,             0.62591,             0.73621,             0.69039,            0.023896,           0.0038582,            0.016454,            0.003466,            0.003466,            0.003466
                 200,            0.014674,            0.006247,           0.0079158,             0.86118,             0.65206,             0.74057,             0.68963,            0.024287,           0.0037253,            0.014245,            0.003433,            0.003433,            0.003433
                 201,            0.015921,           0.0060674,            0.009248,             0.81362,              0.6613,             0.72114,             0.67082,            0.024499,           0.0034535,            0.013939,              0.0034,              0.0034,              0.0034
                 202,            0.014096,           0.0063592,            0.010505,             0.82097,             0.67265,             0.74042,             0.68738,            0.024502,           0.0034598,            0.012968,            0.003367,            0.003367,            0.003367
                 203,            0.016398,           0.0061574,           0.0087569,             0.80624,             0.67869,             0.68798,             0.63216,            0.024109,           0.0036001,            0.011647,            0.003334,            0.003334,            0.003334
                 204,            0.014694,           0.0061118,           0.0089225,             0.83668,             0.66587,             0.73147,             0.66842,            0.024352,           0.0036207,            0.013623,            0.003301,            0.003301,            0.003301
                 205,            0.015115,           0.0062402,           0.0063018,             0.80865,             0.68525,             0.75172,             0.69603,             0.02441,           0.0038253,            0.014483,            0.003268,            0.003268,            0.003268
                 206,            0.015189,           0.0070555,           0.0090099,             0.82223,              0.6795,             0.76565,             0.71246,            0.024014,           0.0038417,            0.011394,            0.003235,            0.003235,            0.003235
                 207,            0.015806,           0.0060994,           0.0079175,             0.90366,             0.63211,             0.77897,             0.73305,            0.023475,           0.0032644,            0.010802,            0.003202,            0.003202,            0.003202
                 208,            0.013742,           0.0061352,           0.0058672,             0.83172,             0.62433,             0.77016,             0.72092,            0.023228,           0.0031637,            0.012658,            0.003169,            0.003169,            0.003169
                 209,            0.014687,           0.0059409,           0.0089206,             0.84543,             0.59997,             0.74817,             0.69578,            0.023743,            0.003331,            0.014172,            0.003136,            0.003136,            0.003136
                 210,            0.013826,           0.0058026,           0.0083168,             0.81342,              0.6243,             0.72513,             0.67493,            0.023336,           0.0034524,            0.016108,            0.003103,            0.003103,            0.003103
                 211,            0.014238,           0.0061613,           0.0079571,             0.80057,             0.66349,             0.68822,             0.64334,            0.023951,           0.0040155,            0.015048,             0.00307,             0.00307,             0.00307
                 212,            0.015174,           0.0061892,           0.0076359,             0.86832,               0.629,             0.71336,             0.66133,            0.023894,           0.0038117,            0.017215,            0.003037,            0.003037,            0.003037
                 213,            0.013678,           0.0062509,           0.0083492,             0.87023,              0.6371,             0.74702,              0.6966,            0.024482,           0.0039156,            0.018879,            0.003004,            0.003004,            0.003004
                 214,            0.013938,           0.0063886,           0.0074133,             0.87302,               0.684,             0.75224,             0.71066,            0.023538,           0.0036223,            0.016177,            0.002971,            0.002971,            0.002971
                 215,            0.014116,            0.006465,           0.0080457,             0.88488,             0.63599,             0.75617,             0.71559,            0.023364,           0.0034923,            0.015092,            0.002938,            0.002938,            0.002938
                 216,            0.013994,            0.006404,           0.0072281,             0.85848,             0.62058,             0.67197,             0.62696,            0.023894,           0.0041922,            0.014866,            0.002905,            0.002905,            0.002905
                 217,            0.014711,           0.0056012,           0.0069714,              0.8747,             0.66458,              0.6926,             0.65462,            0.023783,           0.0039475,            0.015925,            0.002872,            0.002872,            0.002872
                 218,            0.014807,           0.0060241,           0.0078946,             0.83584,             0.69767,             0.76212,             0.71673,            0.023934,           0.0036311,            0.014229,            0.002839,            0.002839,            0.002839
                 219,            0.014276,           0.0057189,           0.0069473,             0.80227,             0.66805,             0.72106,              0.6786,            0.023477,           0.0033028,            0.015126,            0.002806,            0.002806,            0.002806
                 220,             0.01538,            0.005601,           0.0087313,             0.84068,             0.66584,             0.73313,             0.68841,            0.024503,           0.0032809,            0.014837,            0.002773,            0.002773,            0.002773
                 221,            0.014556,           0.0057306,            0.008449,             0.83731,             0.64833,             0.71569,             0.67511,            0.024587,           0.0034433,            0.014797,             0.00274,             0.00274,             0.00274
                 222,            0.014319,           0.0062971,           0.0068923,             0.82876,             0.65576,             0.71745,             0.66997,            0.024634,           0.0033111,            0.015524,            0.002707,            0.002707,            0.002707
                 223,            0.013738,           0.0059793,           0.0077099,             0.83215,             0.66192,             0.71895,             0.67631,            0.024327,           0.0033046,            0.016674,            0.002674,            0.002674,            0.002674
                 224,            0.013755,           0.0060337,           0.0068609,             0.86541,             0.65382,              0.7107,             0.65574,            0.024276,           0.0033521,            0.016254,            0.002641,            0.002641,            0.002641
                 225,            0.013035,           0.0054873,            0.009166,             0.82996,             0.65655,             0.72128,             0.68127,             0.02396,           0.0036123,            0.016448,            0.002608,            0.002608,            0.002608
                 226,             0.01382,           0.0057791,           0.0079747,             0.82151,             0.64338,             0.71846,              0.6795,            0.023848,           0.0036619,             0.01616,            0.002575,            0.002575,            0.002575
                 227,             0.01439,           0.0055306,           0.0070951,             0.77618,             0.67686,             0.71973,             0.68274,            0.023837,           0.0036384,             0.01561,            0.002542,            0.002542,            0.002542
                 228,            0.014252,           0.0060646,           0.0076124,             0.82779,             0.65417,             0.70915,             0.66493,            0.023713,           0.0034482,            0.014856,            0.002509,            0.002509,            0.002509
                 229,            0.013726,           0.0054014,           0.0093577,             0.79532,             0.70083,             0.74162,             0.70189,            0.024636,           0.0037483,            0.016367,            0.002476,            0.002476,            0.002476
                 230,            0.013745,           0.0062603,            0.009222,             0.60469,             0.74888,             0.73774,             0.68383,            0.025174,            0.003699,            0.015727,            0.002443,            0.002443,            0.002443
                 231,            0.013974,           0.0055593,            0.006998,                0.74,             0.71217,             0.70981,             0.65915,            0.026203,            0.003509,            0.018481,             0.00241,             0.00241,             0.00241
                 232,            0.013686,           0.0059516,           0.0072023,             0.79767,             0.68838,             0.69404,             0.65889,            0.025034,           0.0032283,            0.020131,            0.002377,            0.002377,            0.002377
                 233,            0.013923,             0.00587,           0.0085321,              0.5799,             0.72544,             0.71958,             0.67523,            0.025056,           0.0032707,            0.020642,            0.002344,            0.002344,            0.002344
                 234,            0.013685,           0.0057774,            0.010173,             0.61373,             0.78657,             0.74244,             0.69757,            0.024524,           0.0033829,            0.017826,            0.002311,            0.002311,            0.002311
                 235,            0.013391,           0.0057091,           0.0075824,             0.83647,             0.67477,             0.77029,             0.72652,            0.023609,           0.0033292,             0.01639,            0.002278,            0.002278,            0.002278
                 236,            0.013433,           0.0061172,            0.007414,             0.86027,             0.64567,             0.74309,             0.70024,            0.023398,           0.0031875,            0.016441,            0.002245,            0.002245,            0.002245
                 237,            0.014097,           0.0059217,           0.0082083,             0.87273,             0.61186,             0.72816,             0.68678,            0.023388,           0.0032675,            0.016246,            0.002212,            0.002212,            0.002212
                 238,            0.013225,           0.0060976,            0.008668,             0.88185,              0.6112,             0.69849,             0.66026,            0.023087,           0.0034643,             0.01705,            0.002179,            0.002179,            0.002179
                 239,            0.013742,           0.0061955,           0.0092456,             0.84052,              0.6146,             0.70633,             0.66661,            0.023305,           0.0035499,            0.017629,            0.002146,            0.002146,            0.002146
                 240,            0.013306,           0.0055088,           0.0067951,             0.69265,             0.72703,             0.72657,             0.68529,            0.023262,           0.0037298,            0.017265,            0.002113,            0.002113,            0.002113
                 241,            0.012867,            0.005381,           0.0076993,             0.67293,             0.77405,             0.75275,             0.70965,            0.023505,           0.0038526,            0.016576,             0.00208,             0.00208,             0.00208
                 242,             0.01263,           0.0058687,            0.007056,             0.74257,             0.76113,             0.74629,             0.70266,            0.023693,           0.0039888,            0.014319,            0.002047,            0.002047,            0.002047
                 243,            0.013862,           0.0051044,           0.0087074,             0.69629,             0.75543,             0.70712,             0.66858,             0.02345,           0.0040475,            0.014579,            0.002014,            0.002014,            0.002014
                 244,            0.013135,           0.0055732,            0.006568,             0.68553,             0.73611,             0.72526,             0.69163,            0.023686,           0.0037218,            0.014666,            0.001981,            0.001981,            0.001981
                 245,            0.012842,           0.0057676,           0.0075918,             0.66672,             0.77988,             0.72513,             0.68755,            0.023915,           0.0035979,             0.01438,            0.001948,            0.001948,            0.001948
                 246,            0.013394,           0.0054079,           0.0090617,             0.70184,             0.76771,             0.71335,              0.6655,            0.023648,           0.0038065,             0.01606,            0.001915,            0.001915,            0.001915
                 247,            0.012887,           0.0054525,           0.0062995,             0.70996,             0.72395,             0.72272,             0.68124,            0.024068,           0.0037081,            0.017819,            0.001882,            0.001882,            0.001882
                 248,            0.012837,           0.0053352,           0.0056064,             0.69624,             0.72846,             0.73504,             0.69578,            0.024103,           0.0038299,            0.018608,            0.001849,            0.001849,            0.001849
                 249,            0.012683,           0.0052203,           0.0053324,             0.70853,             0.76201,             0.74337,             0.69936,             0.02431,           0.0036896,            0.017918,            0.001816,            0.001816,            0.001816
                 250,            0.012829,           0.0054954,           0.0071019,             0.67558,              0.7803,             0.73674,             0.69893,             0.02434,           0.0035341,            0.017749,            0.001783,            0.001783,            0.001783
                 251,            0.011435,           0.0050278,           0.0071902,             0.68709,             0.77848,             0.76678,             0.72769,            0.024124,           0.0035894,            0.017654,             0.00175,             0.00175,             0.00175
                 252,            0.012399,           0.0053277,           0.0047566,             0.74026,              0.7524,             0.76794,             0.72658,            0.024106,           0.0036416,             0.01713,            0.001717,            0.001717,            0.001717
                 253,             0.01229,           0.0052634,           0.0079674,              0.7625,             0.79869,             0.78345,             0.74334,            0.023984,           0.0035627,            0.017254,            0.001684,            0.001684,            0.001684
                 254,            0.013322,            0.005384,           0.0064326,             0.76955,             0.78051,             0.75369,              0.7154,            0.023657,           0.0036587,             0.01747,            0.001651,            0.001651,            0.001651
                 255,             0.01258,           0.0059236,            0.004892,             0.74649,              0.7928,             0.75024,             0.71171,            0.023844,           0.0034864,            0.017022,            0.001618,            0.001618,            0.001618
                 256,            0.013186,            0.005703,           0.0087567,             0.81684,             0.78379,             0.77157,             0.72789,            0.024316,           0.0033904,            0.016835,            0.001585,            0.001585,            0.001585
                 257,            0.013037,           0.0057126,           0.0077969,             0.79153,             0.74198,             0.76344,             0.72705,             0.02399,           0.0034422,            0.015804,            0.001552,            0.001552,            0.001552
                 258,            0.013027,           0.0056939,           0.0056001,             0.75843,             0.73502,             0.76234,             0.72229,            0.024159,           0.0033539,            0.016257,            0.001519,            0.001519,            0.001519
                 259,            0.012346,            0.005705,           0.0063365,             0.78669,             0.73173,             0.76038,             0.72172,            0.024038,            0.003305,            0.016335,            0.001486,            0.001486,            0.001486
                 260,             0.01197,           0.0052753,             0.00548,              0.7763,             0.76684,             0.77851,              0.7439,            0.023626,           0.0032714,            0.015692,            0.001453,            0.001453,            0.001453
                 261,            0.013001,           0.0056315,           0.0065199,             0.74559,             0.80831,             0.79298,             0.74986,            0.023889,           0.0034518,            0.014779,             0.00142,             0.00142,             0.00142
                 262,            0.012535,           0.0055241,           0.0070739,             0.71074,             0.81193,             0.77701,             0.73754,            0.024359,           0.0035766,            0.014615,            0.001387,            0.001387,            0.001387
                 263,            0.012433,           0.0051077,           0.0082177,             0.71446,             0.81512,             0.78252,             0.74203,            0.023923,           0.0035053,            0.014898,            0.001354,            0.001354,            0.001354
                 264,            0.011903,           0.0051957,            0.007545,             0.73732,             0.81875,             0.78481,             0.74494,            0.023433,           0.0034467,            0.015731,            0.001321,            0.001321,            0.001321
                 265,            0.011675,           0.0056714,           0.0067757,             0.74267,             0.78495,             0.78671,             0.74946,            0.023004,            0.003489,            0.017977,            0.001288,            0.001288,            0.001288
                 266,            0.011377,           0.0051862,           0.0071962,             0.68793,             0.80908,              0.7792,              0.7533,            0.023171,           0.0035499,            0.018933,            0.001255,            0.001255,            0.001255
                 267,            0.012979,           0.0051813,           0.0058248,             0.67456,             0.80547,             0.77897,             0.74733,            0.023405,           0.0036049,            0.019594,            0.001222,            0.001222,            0.001222
                 268,            0.011386,           0.0055504,           0.0058754,             0.71825,             0.77341,             0.78124,             0.75139,             0.02326,           0.0035883,            0.019099,            0.001189,            0.001189,            0.001189
                 269,            0.011568,           0.0049318,           0.0065844,             0.74364,             0.73623,             0.75711,             0.72446,            0.023647,           0.0035698,            0.017333,            0.001156,            0.001156,            0.001156
                 270,            0.011718,           0.0053392,           0.0057079,              0.7461,             0.72785,             0.74596,             0.71453,            0.023301,           0.0035822,            0.016634,            0.001123,            0.001123,            0.001123
                 271,            0.011792,           0.0053739,           0.0055219,             0.81391,             0.72983,             0.76969,               0.732,            0.022923,           0.0035581,            0.016142,             0.00109,             0.00109,             0.00109
                 272,             0.01097,           0.0055084,           0.0074024,             0.78069,             0.74506,              0.7774,             0.73905,            0.023155,           0.0035942,            0.016106,            0.001057,            0.001057,            0.001057
                 273,            0.011507,           0.0051586,           0.0050798,             0.78368,             0.70853,             0.75494,              0.7194,            0.023127,           0.0036364,              0.0165,            0.001024,            0.001024,            0.001024
                 274,            0.011085,           0.0051843,           0.0053893,             0.73525,             0.71024,             0.75515,             0.72213,            0.023184,           0.0036017,            0.016755,            0.000991,            0.000991,            0.000991
                 275,            0.011565,           0.0052744,           0.0073227,             0.74142,             0.71632,             0.75489,             0.71805,             0.02319,           0.0035508,            0.016869,            0.000958,            0.000958,            0.000958
                 276,            0.010741,           0.0054538,           0.0048526,             0.83748,             0.73821,             0.76557,             0.73396,            0.022728,           0.0034835,            0.017135,            0.000925,            0.000925,            0.000925
                 277,            0.011931,           0.0053341,           0.0068695,             0.74591,             0.74296,             0.75073,             0.71543,            0.023153,           0.0034721,            0.017202,            0.000892,            0.000892,            0.000892
                 278,            0.012118,           0.0052815,           0.0053397,             0.83737,             0.74694,             0.75881,             0.72767,            0.023341,           0.0035043,            0.016564,            0.000859,            0.000859,            0.000859
                 279,            0.011463,           0.0052821,           0.0050269,             0.82588,             0.73183,             0.75966,             0.72821,            0.023316,           0.0035544,            0.016805,            0.000826,            0.000826,            0.000826
                 280,            0.011678,            0.005048,           0.0042039,             0.82785,             0.73732,             0.76068,             0.73016,            0.023162,           0.0035449,            0.017369,            0.000793,            0.000793,            0.000793
                 281,            0.013478,           0.0054514,           0.0055002,             0.76186,             0.73881,             0.74981,             0.71665,             0.02322,           0.0036086,            0.017853,             0.00076,             0.00076,             0.00076
                 282,            0.011736,           0.0051107,           0.0063418,               0.824,             0.73513,             0.75848,             0.72653,            0.023321,           0.0036755,            0.017393,            0.000727,            0.000727,            0.000727
                 283,            0.010865,           0.0045089,           0.0066134,             0.84845,             0.73596,             0.77038,             0.74277,             0.02298,           0.0035448,            0.017404,            0.000694,            0.000694,            0.000694
                 284,            0.011227,           0.0048029,           0.0056596,             0.71829,             0.76738,             0.76118,             0.72882,             0.02265,           0.0035199,            0.017182,            0.000661,            0.000661,            0.000661
                 285,            0.011293,           0.0046196,           0.0094096,             0.74267,             0.73328,             0.75422,             0.72276,            0.022871,           0.0035299,            0.016868,            0.000628,            0.000628,            0.000628
                 286,           0.0091164,           0.0048533,           0.0037666,             0.69265,             0.77343,             0.75329,             0.72207,            0.022864,           0.0035319,            0.016165,            0.000595,            0.000595,            0.000595
                 287,            0.011059,           0.0051645,            0.005299,             0.72563,             0.76738,             0.76419,             0.73234,              0.0227,           0.0035061,            0.015692,            0.000562,            0.000562,            0.000562
                 288,            0.010031,           0.0050525,           0.0046299,             0.72768,             0.77363,             0.74656,             0.71653,            0.022736,           0.0034616,            0.015524,            0.000529,            0.000529,            0.000529
                 289,            0.010618,           0.0052107,           0.0054733,             0.76856,             0.77363,             0.77126,             0.73769,            0.022894,           0.0034603,            0.015299,            0.000496,            0.000496,            0.000496
                 290,            0.010793,           0.0049854,           0.0055189,             0.77591,             0.75865,             0.77016,             0.73725,            0.022963,           0.0034609,            0.015397,            0.000463,            0.000463,            0.000463
                 291,            0.010576,           0.0051138,           0.0070139,             0.76395,             0.75325,             0.76393,             0.73004,            0.023127,           0.0034439,               0.016,             0.00043,             0.00043,             0.00043
                 292,            0.010382,           0.0047938,           0.0066768,             0.75004,             0.75201,             0.76249,             0.73025,            0.023257,           0.0034473,            0.016508,            0.000397,            0.000397,            0.000397
                 293,           0.0096552,           0.0048474,           0.0063475,             0.75564,             0.75005,             0.76072,             0.72937,            0.023277,           0.0034392,            0.016651,            0.000364,            0.000364,            0.000364
                 294,           0.0099296,           0.0047959,           0.0059668,              0.7609,             0.74771,             0.76444,             0.73111,            0.023072,           0.0034245,             0.01632,            0.000331,            0.000331,            0.000331
                 295,             0.01016,           0.0049487,           0.0052444,             0.75912,             0.74672,             0.76687,             0.73266,            0.022913,           0.0033992,            0.016114,            0.000298,            0.000298,            0.000298
                 296,           0.0093672,           0.0054533,           0.0067305,             0.76281,             0.75625,             0.76507,             0.73049,            0.022841,            0.003384,            0.016101,            0.000265,            0.000265,            0.000265
                 297,            0.010452,           0.0050946,           0.0058292,             0.75335,             0.76679,             0.76549,             0.73095,             0.02281,            0.003374,            0.015844,            0.000232,            0.000232,            0.000232
                 298,           0.0097303,           0.0050948,           0.0053576,             0.76871,             0.76745,             0.76651,              0.7329,            0.022878,            0.003416,            0.015516,            0.000199,            0.000199,            0.000199
                 299,           0.0098029,           0.0045485,           0.0061902,             0.78856,             0.75359,              0.7784,             0.74272,            0.022933,           0.0034468,            0.015365,            0.000166,            0.000166,            0.000166
